symbol,date,match_score,match_name,entry_price,day_high,day_low,day_close,max_gain,max_loss,final_change,is_win
RIOT,2025-12-17,72.96359036577213,CCL,13.84,13.9874,12.835,12.949999,1.065028901734099,7.261560693641611,-6.4306430635838145,False
RIOT,2025-12-19,67.90841638456656,CCL,13.854399,14.55,13.689999,14.534999,5.020795200138236,1.186626716900535,4.912519121183086,True
CLSK,2025-12-01,70.68605076624841,VIVK,14.859999,15.039999,13.939999,14.06,1.2113055996840896,6.191117509496467,-5.383573713564851,False
CLSK,2025-12-02,56.64012604718531,MVIS,14.7142,14.989999,13.68,13.699999,1.8743730546003128,7.028584632531841,-6.89266830680567,False
CLSK,2025-12-09,53.005311473279335,VIVK,13.93,15.409999,13.56,14.835,10.624544149318014,2.6561378320172238,6.496769562096204,True
CLSK,2025-12-12,73.78127999528033,VIVK,15.305,15.484999,13.989999,14.039999,1.176079712512254,8.591969944462598,-8.2652793204835,False
CLSK,2025-12-16,61.246553215656725,CCL,11.994999,12.314999,11.529999,11.854999,2.6677784633412664,3.8766155795427735,-1.1671530777118078,True
CLSK,2025-12-17,71.72815613356767,CCL,12.31,12.67,11.449999,11.479999,2.9244516653127492,6.986198212835097,-6.742493907392373,True
CLSK,2025-12-19,68.10655605397048,CCL,11.6379,12.119999,11.5,12.06,4.142491342939876,1.1849216783096619,3.6269430051813503,True
CLSK,2025-12-22,61.25322994085576,MVIS,12.8041,13.06,12.02,12.109999,1.9985785802985019,6.123819713997864,-5.420927671605188,False
CIFR,2025-12-01,63.18169365559448,VIVK,20.209999,20.36,19.0,19.7,0.7422118130733188,5.987130429843168,-2.523498393047919,False
CIFR,2025-12-04,72.85339310709499,CCL,18.544799,20.079999,18.02,19.825,8.278331838484739,2.8298985607770755,6.90328862556018,True
CIFR,2025-12-12,77.57818212998176,CCL,19.047,19.239999,16.989999,17.034999,1.0132776815246514,10.799606237202706,-10.56334855882817,False
CIFR,2025-12-16,58.907854905946074,CCL,14.609999,15.159999,13.67,14.975,3.7645450899757003,6.433942945512866,2.4982958588840387,True
CIFR,2025-12-19,70.44577408692946,CCL,15.675,16.5,15.42,16.239999,5.263157894736838,1.6267942583732105,3.6044593301435417,True
CIFR,2025-12-22,69.36771067454153,VIVK,16.959999,17.239999,16.264999,16.34,1.650943493569788,4.097877600110709,-3.6556546966777534,False
CIFR,2025-12-23,66.32380722066192,VIVK,16.329999,16.799999,15.659999,15.92,2.8781385718394645,4.102878389643513,-2.5107105027991787,True
MRNA,2025-12-03,58.06313762476966,VIVK,24.459999,25.2,23.93,25.17,3.025351718125579,2.1667989438593196,2.9027024898897253,True
MRNA,2025-12-05,61.192848547867406,VIVK,26.03,27.75,25.389999,27.715,6.607760276603914,2.458705339992323,6.4733000384172055,True
MRNA,2025-12-11,59.239158898793825,CCL,29.27,29.68,28.889999,29.625,1.4007516228220025,1.2982610181072771,1.2128459173214912,False
MRNA,2025-12-12,57.803739127595655,Benf,30.239999,30.434999,29.399999,29.469999,0.6448412911653876,2.7777778696355107,-2.5462963804992174,False
